                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.80277,                0.72544,                 1.0986,                0.74757,                0.76144,                0.72604,                0.62518,                0.71005,                0.85214,                 1.1084,              0.0011932,              0.0011932,              0.0011932
                     52,                0.81014,                0.71814,                 1.0451,                0.93095,                0.66363,                0.71299,                0.59887,                0.64308,                0.83186,                 1.0795,              0.0011885,              0.0011885,              0.0011885
                     53,                0.68973,                0.65245,                 1.0781,                0.91522,                0.65202,                0.71463,                0.61533,                 0.5947,                0.84175,                  1.069,              0.0011838,              0.0011838,              0.0011838
                     54,                 0.7593,                0.68149,                 1.0551,                0.78541,                  0.775,                0.74772,                0.64781,                0.57868,                0.85304,                 1.0361,              0.0011791,              0.0011791,              0.0011791
                     55,                0.82505,                0.70984,                 1.1273,                0.93016,                0.76829,                0.78891,                0.66575,                0.59048,                0.79254,                  1.019,              0.0011744,              0.0011744,              0.0011744
                     56,                0.65104,                0.67029,                 1.0428,                0.83772,                0.85426,                0.84241,                0.70234,                0.59425,                0.72682,                 1.0231,              0.0011696,              0.0011696,              0.0011696
                     57,                0.68551,                0.77454,                 1.2505,                0.85031,                  0.825,                0.90374,                0.75844,                0.57733,                0.65742,                 1.0219,              0.0011649,              0.0011649,              0.0011649
                     58,                 0.7118,                0.75876,                 1.0333,                0.95715,                0.87123,                0.89409,                0.77883,                0.54132,                0.74203,                 1.0213,              0.0011602,              0.0011602,              0.0011602
                     59,                 1.0155,                 0.8955,                 1.5259,                0.95061,                 0.8724,                0.88111,                0.77801,                0.53419,                0.75531,                 1.0372,              0.0011555,              0.0011555,              0.0011555
                     60,                0.65305,                0.60685,                 1.0035,                 0.9448,                0.85305,                0.87697,                0.77921,                0.51033,                0.76492,                0.99957,              0.0011508,              0.0011508,              0.0011508
                     61,                0.76716,                0.66926,                   1.13,                 0.9126,                0.85127,                0.86756,                0.76271,                0.48422,                 0.7616,                0.99049,              0.0011461,              0.0011461,              0.0011461
                     62,                0.74618,                0.71216,                 1.0634,                0.90533,                0.86661,                 0.8631,                 0.7338,                0.50882,                0.74369,                 1.0032,              0.0011413,              0.0011413,              0.0011413
                     63,                 0.7616,                0.81834,                  1.036,                0.88288,                0.87761,                0.86475,                0.74263,                0.52565,                0.75374,                 1.0243,              0.0011366,              0.0011366,              0.0011366
                     64,                0.68516,                0.61185,                 1.1104,                0.87192,                0.77243,                0.83729,                0.74233,                0.49873,                0.76683,                 1.0005,              0.0011319,              0.0011319,              0.0011319
                     65,                0.64866,                 0.6104,                 1.0363,                0.69636,                0.87813,                0.86264,                0.76197,                0.51251,                0.74639,                0.99812,              0.0011272,              0.0011272,              0.0011272
                     66,                0.70155,                0.71362,                 1.0017,                0.75485,                    0.9,                0.88879,                 0.7909,                0.51632,                0.70562,                 1.0065,              0.0011225,              0.0011225,              0.0011225
                     67,                0.85259,                0.67442,                 1.0931,                0.92889,                 0.7556,                0.89517,                0.77741,                0.50884,                0.65709,                 1.0032,              0.0011178,              0.0011178,              0.0011178
                     68,                0.69148,                0.67635,                  1.076,                0.92978,                0.74011,                0.84048,                0.72184,                0.51581,                0.69014,                0.99356,               0.001113,               0.001113,               0.001113
                     69,                0.65077,                0.67761,                 1.0224,                0.95109,                   0.75,                0.83788,                0.73357,                0.50618,                0.69684,                0.99569,              0.0011083,              0.0011083,              0.0011083
                     70,                0.59333,                0.53686,                0.97347,                 0.9128,                0.88249,                 0.8918,                0.80083,                0.48123,                0.66177,                 0.9998,              0.0011036,              0.0011036,              0.0011036
                     71,                0.69725,                0.63791,                 1.0661,                 0.8753,                0.88655,                0.89226,                0.79555,                0.48066,                0.66996,                 1.0004,              0.0010989,              0.0010989,              0.0010989
                     72,                0.56319,                0.58201,                0.94663,                0.96376,                0.77319,                0.87203,                 0.7796,                0.50623,                 0.6531,                0.99369,              0.0010942,              0.0010942,              0.0010942
                     73,                0.49459,                 1.0377,                0.77487,                0.96225,                0.78887,                0.89762,                0.78716,                0.53167,                0.60662,                0.99485,              0.0010895,              0.0010895,              0.0010895
                     74,                0.60273,                0.56664,                0.98072,                0.95621,                0.89689,                0.93151,                0.80734,                0.54287,                0.58158,                 1.0125,              0.0010848,              0.0010848,              0.0010848
                     75,                 0.6452,                0.59777,                0.98954,                0.96696,                    0.9,                0.94202,                 0.7931,                0.56584,                0.58668,                 1.0445,                0.00108,                0.00108,                0.00108
                     76,                0.58777,                0.91155,                0.95623,                0.96286,                    0.9,                 0.9444,                0.77047,                0.56902,                0.57739,                 1.0483,              0.0010753,              0.0010753,              0.0010753
                     77,                0.66706,                0.63239,                 1.0126,                0.94008,                 0.9611,                0.98667,                0.81888,                0.54778,                0.53415,                 1.0374,              0.0010706,              0.0010706,              0.0010706
                     78,                  0.637,                0.63856,                0.96035,                0.96499,                0.96607,                0.99148,                0.84053,                 0.5435,                0.49984,                 1.0396,              0.0010659,              0.0010659,              0.0010659
                     79,                0.56015,                0.65343,                 0.9989,                 0.9832,                0.96944,                0.99273,                0.86415,                0.54752,                0.50469,                 1.0495,              0.0010612,              0.0010612,              0.0010612
                     80,                0.71995,                0.83574,                 1.0365,                0.95911,                0.96768,                0.98674,                0.85541,                0.56748,                0.54782,                 1.0789,              0.0010565,              0.0010565,              0.0010565
                     81,                0.71083,                0.68398,                 1.1165,                0.96534,                  0.975,                0.98673,                0.83885,                 0.5962,                0.59308,                  1.105,              0.0010517,              0.0010517,              0.0010517
                     82,                0.97023,                 1.5388,                 1.1648,                0.95789,                  0.975,                0.98958,                 0.8577,                0.62059,                0.61438,                 1.1094,               0.001047,               0.001047,               0.001047
                     83,                0.51592,                 1.0839,                0.79939,                0.98801,                0.98863,                  0.995,                0.87145,                0.62384,                0.58244,                 1.1049,              0.0010423,              0.0010423,              0.0010423
                     84,                0.61414,                0.59131,                 1.0316,                0.96945,                      1,                  0.995,                0.87145,                0.58819,                 0.5174,                 1.0739,              0.0010376,              0.0010376,              0.0010376
                     85,                0.70342,                0.70141,                 1.1551,                0.93991,                      1,                0.98548,                0.85516,                0.57356,                0.55071,                 1.0609,              0.0010329,              0.0010329,              0.0010329
                     86,                0.94592,                0.79101,                  1.321,                0.89592,                0.98877,                0.98023,                0.85548,                0.58071,                0.61481,                 1.0741,              0.0010282,              0.0010282,              0.0010282
                     87,                 1.2911,                0.86424,                 1.4874,                0.94641,                0.99414,                0.99381,                0.83659,                0.60069,                0.55286,                 1.1027,              0.0010234,              0.0010234,              0.0010234
                     88,                0.62071,                0.59445,                 1.0581,                0.98881,                  0.975,                0.99381,                0.84407,                0.62557,                0.49319,                 1.0967,              0.0010187,              0.0010187,              0.0010187
                     89,                 0.6092,                0.56768,                 1.0551,                 0.9834,                0.97837,                  0.995,                0.84114,                0.61949,                0.45357,                 1.0772,               0.001014,               0.001014,               0.001014
                     90,                0.58151,                0.53227,                0.98935,                0.97823,                  0.975,                0.99381,                0.86688,                0.55121,                0.43655,                 1.0158,              0.0010093,              0.0010093,              0.0010093
                     91,                0.80492,                0.71493,                 1.1336,                 0.9802,                0.96812,                0.99381,                0.90231,                 0.4994,                0.42851,                0.98626,              0.0010046,              0.0010046,              0.0010046
                     92,                0.87788,                 1.6451,                 1.2802,                0.94493,                0.99214,                0.99262,                0.90368,                0.47478,                0.42979,                0.96846,             0.00099987,             0.00099987,             0.00099987
                     93,                0.60303,                0.58874,                 1.0518,                0.98618,                 0.9904,                  0.995,                0.92599,                0.45704,                 0.4613,                0.95667,             0.00099516,             0.00099516,             0.00099516
                     94,                 0.7306,                0.70043,                 1.0341,                0.99329,                0.99403,                  0.995,                0.92583,                0.44423,                 0.4607,                0.95319,             0.00099044,             0.00099044,             0.00099044
                     95,                0.76722,                0.65016,                 1.0473,                0.98386,                  0.975,                0.99273,                0.91906,                 0.4433,                0.49042,                0.93948,             0.00098572,             0.00098572,             0.00098572
                     96,                0.61682,                0.59044,                0.95541,                0.92706,                      1,                0.98049,                0.88605,                0.44664,                0.53523,                0.93063,             0.00098101,             0.00098101,             0.00098101
                     97,                0.77478,                 0.6546,                  1.148,                0.92551,                    0.9,                0.95427,                0.85061,                0.45981,                0.59907,                0.94481,             0.00097629,             0.00097629,             0.00097629
                     98,                0.59964,                0.60876,                 1.0312,                0.92395,                0.89694,                0.92649,                0.80105,                 0.4552,                0.63482,                0.93755,             0.00097158,             0.00097158,             0.00097158
                     99,                0.63735,                0.65426,                 1.1097,                0.90968,                 0.8895,                0.90731,                0.79205,                0.46292,                0.64483,                0.95887,             0.00096686,             0.00096686,             0.00096686
                    100,                0.61707,                0.60196,                 1.0478,                0.88708,                0.89107,                0.93549,                0.82437,                0.45842,                0.61949,                0.96012,             0.00096215,             0.00096215,             0.00096215
                    101,                0.65239,                0.55936,                 0.9991,                0.87075,                0.98104,                0.97953,                0.89194,                 0.4515,                0.60055,                0.96255,             0.00095743,             0.00095743,             0.00095743
                    102,                 0.5644,                0.52786,                 1.0292,                0.91006,                0.99897,                0.98056,                0.89136,                0.43327,                0.56094,                  0.952,             0.00095271,             0.00095271,             0.00095271
                    103,                0.53227,                0.50485,                0.96391,                0.92635,                  0.975,                0.98804,                0.90676,                0.44916,                0.50308,                0.96245,               0.000948,               0.000948,               0.000948
                    104,                0.63537,                0.56288,                 1.0599,                0.94472,                      1,                0.99045,                0.89715,                0.43906,                0.46881,                0.94813,             0.00094328,             0.00094328,             0.00094328
                    105,                0.60929,                0.56834,                 1.0098,                0.96572,                      1,                0.99262,                0.89271,                0.44546,                0.45967,                0.94665,             0.00093857,             0.00093857,             0.00093857
                    106,                0.54622,                0.52473,                  0.955,                0.96878,                0.99555,                0.99381,                0.88912,                0.48164,                0.47266,                0.97029,             0.00093385,             0.00093385,             0.00093385
                    107,                0.55229,                0.53723,                0.97668,                0.98678,                      1,                  0.995,                0.86067,                0.53819,                0.46812,                 1.0309,             0.00092914,             0.00092914,             0.00092914
                    108,                0.69553,                0.59908,                 1.0204,                0.93823,                0.98892,                0.99381,                 0.8452,                0.56908,                0.49586,                 1.0811,             0.00092442,             0.00092442,             0.00092442
                    109,                0.64065,                0.57705,                 1.0504,                0.93884,                0.86652,                0.95828,                0.86593,                0.47873,                0.55699,                0.98423,              0.0009197,              0.0009197,              0.0009197
                    110,                 0.5735,                 0.5464,                0.97743,                0.86439,                      1,                0.97697,                0.89361,                0.45721,                0.59929,                0.95413,             0.00091499,             0.00091499,             0.00091499
                    111,                0.65891,                0.57516,                 1.0284,                0.89165,                    0.9,                0.93863,                0.84921,                0.47368,                0.59112,                0.96952,             0.00091027,             0.00091027,             0.00091027
                    112,                0.66138,                0.67409,                 1.0162,                0.95359,                0.89507,                0.91728,                0.80724,                0.49833,                0.61146,                0.98833,             0.00090556,             0.00090556,             0.00090556
                    113,                0.58417,                0.53911,                 1.0206,                 0.9223,                0.89483,                0.91278,                0.81172,                0.49717,                0.61844,                  1.002,             0.00090084,             0.00090084,             0.00090084
                    114,                0.72295,                0.63257,                 1.0787,                0.91875,                0.88075,                0.94873,                0.83919,                0.49892,                0.59751,                 1.0096,             0.00089613,             0.00089613,             0.00089613
                    115,                0.57236,                0.53911,                 0.9983,                0.92208,                0.89241,                0.96356,                0.85038,                0.50097,                0.61326,                 1.0063,             0.00089141,             0.00089141,             0.00089141
                    116,                0.77557,                0.60505,                  1.175,                0.96571,                0.89256,                0.94202,                0.81873,                0.50692,                0.62629,                 1.0098,             0.00088669,             0.00088669,             0.00088669
                    117,                0.48665,                 1.9096,                0.82141,                0.96494,                0.86975,                0.95273,                0.82702,                0.50862,                0.57057,                0.99861,             0.00088198,             0.00088198,             0.00088198
                    118,                0.56263,                0.51778,                 0.9547,                0.96342,                0.86267,                0.97481,                0.87007,                0.51226,                0.53012,                0.99428,             0.00087726,             0.00087726,             0.00087726
                    119,                  1.068,                0.67119,                 1.4919,                0.97581,                0.98848,                0.99262,                0.88397,                0.49274,                 0.5182,                0.98119,             0.00087255,             0.00087255,             0.00087255
                    120,                0.56466,                0.52299,                0.97763,                0.98792,                  0.975,                0.99381,                0.88841,                0.50196,                0.49667,                0.98215,             0.00086783,             0.00086783,             0.00086783
                    121,                0.55906,                0.53719,                0.97532,                0.99273,                0.99273,                  0.995,                0.89186,                0.50401,                0.46707,                0.97134,             0.00086312,             0.00086312,             0.00086312
                    122,                0.90496,                  1.032,                 1.1319,                0.99348,                0.98083,                  0.995,                0.89577,                0.52323,                0.44933,                0.99114,              0.0008584,              0.0008584,              0.0008584
                    123,                0.53978,                0.46512,                0.96567,                0.98974,                0.98175,                  0.995,                0.88839,                0.50673,                0.46486,                0.98867,             0.00085368,             0.00085368,             0.00085368
                    124,                 0.5412,                0.60527,                 1.0335,                      1,                0.95879,                  0.995,                0.90067,                0.47569,                0.45847,                0.95899,             0.00084897,             0.00084897,             0.00084897
                    125,                0.60617,                0.56153,                0.99787,                0.90839,                0.99561,                0.97833,                0.89849,                0.45836,                  0.452,                0.95664,             0.00084425,             0.00084425,             0.00084425
                    126,                0.52866,                0.45995,                 1.0255,                0.99868,                0.98361,                  0.995,                0.90071,                0.44114,                0.46038,                0.94728,             0.00083954,             0.00083954,             0.00083954
                    127,                 1.0295,                 0.6412,                 1.4489,                0.97342,                0.98694,                  0.995,                0.90344,                0.44647,                0.47978,                0.94165,             0.00083482,             0.00083482,             0.00083482
                    128,                0.41365,                0.66279,                0.73455,                0.95675,                0.97188,                  0.995,                0.89172,                0.44716,                0.49722,                0.93477,             0.00083011,             0.00083011,             0.00083011
                    129,                0.80295,                0.57434,                 1.1467,                0.94572,                0.96728,                0.99262,                0.87442,                0.44719,                0.50996,                0.93194,             0.00082539,             0.00082539,             0.00082539
                    130,                0.56274,                0.58908,                0.96805,                0.90896,                0.99255,                0.99143,                 0.8802,                0.45016,                0.52462,                0.93203,             0.00082067,             0.00082067,             0.00082067
                    131,                 0.8425,                0.67471,                 1.1901,                 0.9073,                 0.9983,                0.99143,                0.87538,                0.46207,                0.52257,                0.94255,             0.00081596,             0.00081596,             0.00081596
                    132,                0.48774,                0.50921,                0.97179,                0.91765,                0.97039,                0.99143,                0.90216,                0.47308,                0.51925,                 0.9787,             0.00081124,             0.00081124,             0.00081124
                    133,                0.54321,                0.58769,                 1.0036,                0.82241,                0.93396,                0.95333,                0.85817,                0.48046,                0.52557,                0.98777,             0.00080653,             0.00080653,             0.00080653
                    134,                 0.5833,                0.56092,                 1.0119,                0.96232,                0.89396,                0.97595,                0.85194,                 0.5029,                0.50952,                 0.9885,             0.00080181,             0.00080181,             0.00080181
                    135,                0.52501,                0.48638,                 1.0672,                0.98719,                    0.9,                0.97833,                0.85383,                0.50955,                0.48819,                0.98692,              0.0007971,              0.0007971,              0.0007971
                    136,                0.99544,                0.99957,                 1.3348,                0.99188,                    0.9,                0.96643,                0.85577,                0.50271,                0.52408,                 0.9838,             0.00079238,             0.00079238,             0.00079238
                    137,                 0.5682,                0.57596,                0.96465,                0.93122,                    0.9,                0.94381,                 0.8477,                0.50234,                0.59824,                0.96982,             0.00078766,             0.00078766,             0.00078766
                    138,                0.60102,                 0.5672,                 1.0545,                0.90685,                0.89483,                0.94083,                0.84331,                 0.5015,                0.65579,                0.96864,             0.00078295,             0.00078295,             0.00078295
                    139,                0.59951,                0.50401,                 1.0593,                0.91367,                  0.875,                0.94639,                 0.8306,                0.52638,                0.66273,                0.98373,             0.00077823,             0.00077823,             0.00077823
                    140,                0.64738,                0.59541,                0.99552,                 0.9514,                  0.875,                0.97507,                0.87765,                0.51538,                 0.6416,                0.97574,             0.00077352,             0.00077352,             0.00077352
                    141,                0.58416,                0.50071,                0.94438,                 0.9542,                0.92217,                0.99273,                 0.8889,                0.52437,                0.62771,                0.98539,              0.0007688,              0.0007688,              0.0007688
                    142,                0.71668,                0.74866,                 1.0763,                0.93683,                0.90818,                0.99273,                0.88289,                0.51203,                0.62796,                 0.9759,             0.00076409,             0.00076409,             0.00076409
                    143,                0.51921,                0.48165,                0.92115,                0.90216,                0.96203,                0.99381,                 0.8722,                 0.5235,                0.59909,                0.97072,             0.00075937,             0.00075937,             0.00075937
                    144,                0.57709,                0.54079,                 1.0235,                0.88819,                      1,                  0.995,                0.87587,                0.51922,                0.56557,                 0.9555,             0.00075465,             0.00075465,             0.00075465
                    145,                0.57449,                0.54838,                 1.0257,                0.88435,                      1,                  0.995,                0.87916,                 0.5153,                 0.5438,                0.93911,             0.00074994,             0.00074994,             0.00074994
                    146,                0.68632,                0.59999,                 0.9893,                0.87159,                0.99001,                0.99381,                0.88198,                0.49927,                0.54621,                 0.9402,             0.00074522,             0.00074522,             0.00074522
                    147,                0.92376,                0.69268,                 1.1355,                0.88817,                 0.8912,                0.96317,                 0.8492,                0.50429,                0.57212,                0.95995,             0.00074051,             0.00074051,             0.00074051
                    148,                0.73705,                0.62737,                 1.0594,                0.89669,                 0.8918,                0.96317,                 0.8562,                0.51841,                0.56501,                0.97594,             0.00073579,             0.00073579,             0.00073579
                    149,                0.58756,                0.48432,                  1.013,                0.97611,                0.90801,                0.99381,                0.86568,                0.51977,                0.51745,                0.97935,             0.00073108,             0.00073108,             0.00073108
                    150,                 0.5433,                0.47112,                0.91142,                0.96779,                0.92475,                0.99381,                0.85347,                0.50794,                0.48577,                0.98755,             0.00072636,             0.00072636,             0.00072636
                    151,                0.76265,                0.58502,                 1.1671,                0.99504,                0.91572,                  0.995,                0.85688,                0.48852,                0.45759,                0.98118,             0.00072164,             0.00072164,             0.00072164
                    152,                0.54093,                 0.4672,                0.97249,                0.96099,                    0.9,                0.95631,                0.83495,                0.46579,                0.49016,                0.96458,             0.00071693,             0.00071693,             0.00071693
                    153,                0.56531,                0.49119,                 1.1176,                0.96756,                    0.9,                0.92833,                0.82884,                0.44265,                0.52307,                0.94279,             0.00071221,             0.00071221,             0.00071221
                    154,                0.53154,                0.54344,                0.99816,                0.94649,                    0.9,                0.90875,                0.82519,                0.43825,                0.54927,                0.92823,              0.0007075,              0.0007075,              0.0007075
                    155,                 1.0045,                 0.7627,                 1.6871,                0.93623,                0.88967,                 0.9016,                0.80402,                0.43042,                0.60017,                0.92144,             0.00070278,             0.00070278,             0.00070278
                    156,                0.81641,                0.66932,                 1.3808,                0.93528,                0.83856,                 0.8884,                0.80417,                0.42559,                0.67653,                0.92301,             0.00069807,             0.00069807,             0.00069807
                    157,                0.56936,                0.47174,                0.98588,                0.93697,                0.80779,                0.88738,                0.80241,                0.41197,                0.74565,                0.91993,             0.00069335,             0.00069335,             0.00069335
