                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                0.72463,                0.73125,                 1.0449,                0.86848,                0.88888,                0.92838,                0.79064,                0.61346,                0.61619,                0.98688,              0.0012498,              0.0012498,              0.0012498
                     40,                0.73008,                0.70672,                 1.0435,                0.92277,                0.88582,                0.95811,                0.80525,                 0.6378,                0.62952,                0.98541,              0.0012451,              0.0012451,              0.0012451
                     41,                0.72674,                0.70359,                 1.0497,                0.91607,                 0.8973,                0.95249,                0.80505,                0.63195,                0.61885,                0.98443,              0.0012404,              0.0012404,              0.0012404
                     42,                 0.7285,                0.69533,                 1.0459,                0.88447,                0.91887,                0.94968,                0.79534,                0.64278,                0.58992,                0.98912,              0.0012357,              0.0012357,              0.0012357
                     43,                0.75339,                  0.717,                 1.0473,                0.85603,                0.88157,                0.92163,                0.77311,                0.65302,                0.65217,                0.98917,              0.0012309,              0.0012309,              0.0012309
                     44,                0.74877,                0.73545,                 1.0514,                0.91361,                0.87471,                0.94838,                0.77885,                0.64999,                0.63256,                 1.0232,              0.0012262,              0.0012262,              0.0012262
                     45,                0.66776,                0.63468,                 1.0202,                0.91021,                0.90179,                0.94372,                0.78639,                0.64547,                0.67516,                0.99427,              0.0012215,              0.0012215,              0.0012215
                     46,                0.72536,                0.67724,                 1.0263,                0.93989,                0.82115,                0.92406,                0.77483,                0.62779,                0.70081,                0.97005,              0.0012168,              0.0012168,              0.0012168
                     47,                0.69488,                0.63854,                 1.0079,                0.93871,                0.85526,                0.94567,                0.77333,                0.63921,                0.62942,                0.98584,              0.0012121,              0.0012121,              0.0012121
                     48,                0.67837,                0.66224,                 1.0148,                0.95999,                 0.8802,                0.95328,                0.79223,                0.60714,                0.59965,                0.97542,              0.0012074,              0.0012074,              0.0012074
                     49,                0.70971,                0.68564,                 1.0338,                0.88287,                0.88288,                0.94234,                0.80325,                0.56727,                 0.5828,                0.94609,              0.0012026,              0.0012026,              0.0012026
                     50,                0.70854,                0.66896,                 1.0473,                 0.9103,                 0.8668,                 0.9375,                0.78111,                0.59464,                0.63212,                 0.9814,              0.0011979,              0.0011979,              0.0011979
                     51,                0.70883,                 0.6705,                 1.0295,                0.86781,                0.88561,                0.92087,                0.78688,                0.60187,                0.61182,                0.97587,              0.0011932,              0.0011932,              0.0011932
                     52,                0.71843,                0.67311,                 1.0619,                0.91653,                 0.8387,                0.90921,                0.77698,                0.57919,                0.61111,                 0.9513,              0.0011885,              0.0011885,              0.0011885
                     53,                0.72529,                0.68652,                 1.0523,                0.86082,                0.87785,                0.92793,                0.76332,                0.62462,                0.62805,                0.97705,              0.0011838,              0.0011838,              0.0011838
                     54,                0.70959,                 0.6769,                 1.0176,                0.84457,                0.90818,                0.93229,                0.80278,                0.59706,                0.56938,                0.98365,              0.0011791,              0.0011791,              0.0011791
                     55,                0.67781,                0.66743,                 1.0276,                0.86427,                0.91586,                0.93801,                0.80113,                0.60648,                0.55333,                0.99002,              0.0011744,              0.0011744,              0.0011744
                     56,                0.64616,                0.63329,                 1.0146,                0.89981,                0.88182,                 0.9399,                0.79063,                0.60032,                0.58003,                0.97342,              0.0011696,              0.0011696,              0.0011696
                     57,                0.69854,                0.66257,                  1.027,                0.89383,                0.90812,                0.95082,                0.81919,                0.56815,                0.54933,                0.95609,              0.0011649,              0.0011649,              0.0011649
                     58,                0.67558,                0.64999,                 1.0153,                0.92952,                0.91445,                0.96323,                0.80379,                0.59444,                0.54982,                0.98068,              0.0011602,              0.0011602,              0.0011602
                     59,                0.71381,                0.66712,                 1.0455,                0.94144,                0.91582,                0.96053,                0.80363,                0.57058,                0.55811,                 0.9791,              0.0011555,              0.0011555,              0.0011555
                     60,                0.66373,                0.65224,                 1.0216,                0.90194,                 0.8696,                0.94102,                0.77612,                0.60923,                0.59055,                 1.0019,              0.0011508,              0.0011508,              0.0011508
                     61,                0.67328,                0.65017,                 1.0236,                0.88807,                0.92696,                 0.9595,                0.83194,                0.59271,                 0.5738,                0.96912,              0.0011461,              0.0011461,              0.0011461
                     62,                0.63889,                0.59985,                 1.0151,                0.93284,                0.91331,                0.96249,                0.82603,                0.59363,                0.54834,                0.96168,              0.0011413,              0.0011413,              0.0011413
                     63,                0.65195,                0.60242,                 1.0095,                0.92969,                0.88109,                0.94667,                0.82292,                0.58123,                0.58018,                0.97036,              0.0011366,              0.0011366,              0.0011366
                     64,                0.66273,                0.61536,                 1.0137,                 0.9101,                0.89564,                0.95251,                0.83849,                0.56514,                0.53876,                0.95811,              0.0011319,              0.0011319,              0.0011319
                     65,                0.65796,                0.63982,                 1.0331,                 0.9289,                0.91392,                0.96776,                0.84776,                0.55914,                0.51321,                0.95081,              0.0011272,              0.0011272,              0.0011272
                     66,                0.64573,                0.63307,                 1.0106,                0.93189,                0.87248,                0.96553,                0.84215,                0.56095,                 0.5372,                0.94163,              0.0011225,              0.0011225,              0.0011225
                     67,                 0.6188,                0.60393,                0.98841,                0.91986,                0.87678,                0.95551,                0.82698,                0.54554,                0.51799,                0.94328,              0.0011178,              0.0011178,              0.0011178
                     68,                0.65376,                0.61835,                 1.0137,                0.88329,                0.92789,                0.94902,                0.80904,                0.55054,                0.54273,                0.94512,               0.001113,               0.001113,               0.001113
                     69,                0.60728,                0.57306,                0.97453,                0.89948,                0.90753,                0.94641,                0.81818,                  0.543,                0.52179,                0.94201,              0.0011083,              0.0011083,              0.0011083
                     70,                0.65526,                0.61915,                 1.0003,                0.95746,                0.85489,                0.95844,                 0.8082,                0.58213,                0.51197,                0.95968,              0.0011036,              0.0011036,              0.0011036
                     71,                0.62929,                0.59853,                0.98213,                0.93984,                0.90092,                0.95784,                0.82342,                0.56005,                0.52555,                0.94777,              0.0010989,              0.0010989,              0.0010989
                     72,                0.63263,                0.59568,                0.99628,                0.91602,                0.92522,                0.96237,                0.82832,                0.55137,                0.54028,                0.94225,              0.0010942,              0.0010942,              0.0010942
                     73,                0.59872,                0.56316,                0.96736,                0.95082,                0.89914,                0.96696,                0.82901,                0.53861,                0.51302,                0.94035,              0.0010895,              0.0010895,              0.0010895
                     74,                0.63289,                0.59648,                 1.0168,                0.93221,                 0.8731,                 0.9495,                 0.8325,                0.53314,                 0.5161,                0.93185,              0.0010848,              0.0010848,              0.0010848
                     75,                0.60118,                0.56411,                0.97984,                0.90991,                0.90119,                0.95582,                0.84448,                0.52283,                0.48102,                0.93261,                0.00108,                0.00108,                0.00108
                     76,                0.62063,                0.57696,                 1.0015,                0.90779,                0.87139,                 0.9474,                0.82494,                0.53949,                0.52261,                0.93373,              0.0010753,              0.0010753,              0.0010753
                     77,                0.58794,                 0.5517,                 0.9746,                0.92311,                0.88727,                0.93432,                0.81246,                0.55947,                0.55762,                0.94793,              0.0010706,              0.0010706,              0.0010706
                     78,                 0.5864,                0.54878,                0.97928,                0.93403,                0.90904,                0.95711,                0.83043,                0.55739,                0.49665,                0.94973,              0.0010659,              0.0010659,              0.0010659
                     79,                0.61142,                0.59384,                0.99331,                0.89282,                0.92493,                0.95001,                0.82327,                0.54604,                0.52206,                0.94518,              0.0010612,              0.0010612,              0.0010612
                     80,                0.62579,                0.61617,                 1.0126,                0.91883,                0.87054,                0.94879,                0.83095,                0.54757,                0.50867,                0.94837,              0.0010565,              0.0010565,              0.0010565
                     81,                0.60313,                0.56002,                 0.9779,                 0.9042,                0.94666,                0.96448,                0.85443,                0.53479,                0.48844,                0.94459,              0.0010517,              0.0010517,              0.0010517
                     82,                0.59364,                0.56378,                0.98414,                0.90693,                0.93014,                0.96606,                0.84427,                0.52827,                0.49743,                0.94701,               0.001047,               0.001047,               0.001047
                     83,                0.62213,                0.57983,                0.99177,                0.88018,                  0.903,                0.94681,                0.82261,                0.55535,                0.56933,                 0.9473,              0.0010423,              0.0010423,              0.0010423
                     84,                0.62658,                0.58137,                 1.0021,                0.94501,                 0.9072,                 0.9684,                0.84084,                0.54538,                0.48145,                0.95077,              0.0010376,              0.0010376,              0.0010376
                     85,                0.61421,                0.54351,                0.98842,                0.93509,                0.88228,                0.95797,                0.83846,                0.54595,                0.47699,                0.93682,              0.0010329,              0.0010329,              0.0010329
                     86,                0.60024,                0.54588,                0.98236,                0.93423,                0.85689,                0.95233,                0.84291,                0.53498,                0.48877,                0.93141,              0.0010282,              0.0010282,              0.0010282
                     87,                0.62798,                0.58939,                0.99361,                0.89508,                0.91486,                0.96007,                0.84719,                0.51249,                0.47411,                 0.9376,              0.0010234,              0.0010234,              0.0010234
                     88,                0.56821,                0.52992,                0.96665,                0.93677,                0.92382,                0.96838,                0.86203,                0.49961,                0.46542,                0.91718,              0.0010187,              0.0010187,              0.0010187
                     89,                0.57285,                 0.5437,                0.97854,                0.93396,                0.90359,                0.95641,                0.83861,                0.53221,                0.48908,                0.93733,               0.001014,               0.001014,               0.001014
                     90,                0.58128,                0.54251,                0.96687,                0.92131,                0.86528,                0.94517,                0.83118,                0.53281,                0.52366,                0.94601,              0.0010093,              0.0010093,              0.0010093
                     91,                0.56671,                0.54442,                0.96426,                0.90143,                0.91044,                0.94619,                0.83427,                0.52314,                0.49005,                 0.9676,              0.0010046,              0.0010046,              0.0010046
                     92,                0.61042,                0.59037,                0.99753,                0.93877,                0.88964,                0.96134,                0.84604,                0.51187,                0.49277,                0.95501,             0.00099987,             0.00099987,             0.00099987
                     93,                0.55604,                0.53216,                0.95597,                 0.9237,                0.88382,                0.95331,                0.85026,                0.49657,                0.46103,                0.92983,             0.00099516,             0.00099516,             0.00099516
                     94,                0.55702,                 0.5257,                0.96169,                0.88131,                0.94009,                 0.9566,                0.85263,                0.51956,                0.47321,                0.93762,             0.00099044,             0.00099044,             0.00099044
                     95,                0.57594,                0.55719,                0.96582,                 0.8886,                0.94354,                 0.9625,                0.84504,                0.52996,                0.50415,                0.93803,             0.00098572,             0.00098572,             0.00098572
                     96,                0.61132,                0.56217,                 1.0116,                0.90397,                0.94032,                0.96362,                0.84984,                0.52394,                0.46183,                0.94792,             0.00098101,             0.00098101,             0.00098101
                     97,                0.54974,                 0.5147,                 0.9519,                0.91801,                0.91247,                0.96602,                0.83999,                0.53296,                0.47007,                0.96118,             0.00097629,             0.00097629,             0.00097629
                     98,                0.57315,                  0.527,                0.96901,                0.93454,                0.89224,                0.96499,                0.84806,                0.51548,                0.47173,                0.93835,             0.00097158,             0.00097158,             0.00097158
                     99,                0.57207,                0.56347,                0.97439,                0.87981,                0.92509,                0.95897,                0.85215,                0.51665,                0.50954,                0.93539,             0.00096686,             0.00096686,             0.00096686
                    100,                0.57291,                0.51759,                0.96751,                0.91621,                0.93121,                0.96286,                0.84985,                0.51409,                0.48101,                0.93233,             0.00096215,             0.00096215,             0.00096215
                    101,                0.58688,                0.54536,                0.97615,                0.89948,                0.93615,                0.95605,                0.83888,                0.51438,                0.47698,                0.92995,             0.00095743,             0.00095743,             0.00095743
                    102,                0.56722,                0.53198,                0.97454,                  0.877,                0.93952,                0.96113,                0.83735,                  0.503,                0.46041,                0.94094,             0.00095271,             0.00095271,             0.00095271
                    103,                0.55593,                0.53227,                0.98328,                 0.8819,                0.91632,                0.94006,                0.81712,                0.52093,                0.49206,                0.94685,               0.000948,               0.000948,               0.000948
                    104,                0.54124,                0.50661,                0.95818,                0.85153,                0.88787,                0.94321,                0.81089,                0.51833,                0.53873,                0.94458,             0.00094328,             0.00094328,             0.00094328
                    105,                0.54845,                0.50662,                0.97858,                0.89292,                0.95505,                0.97065,                0.84911,                0.50161,                 0.4509,                0.91654,             0.00093857,             0.00093857,             0.00093857
                    106,                0.55212,                0.51319,                0.97532,                0.93127,                0.91026,                0.97544,                0.86451,                0.48551,                0.43573,                0.91577,             0.00093385,             0.00093385,             0.00093385
                    107,                 0.5671,                0.51313,                0.96828,                0.93795,                0.92422,                0.96596,                0.85335,                0.48438,                0.44463,                0.91122,             0.00092914,             0.00092914,             0.00092914
                    108,                0.56365,                 0.5012,                0.96343,                0.89893,                0.91116,                0.94996,                0.83233,                0.49552,                0.47793,                0.92945,             0.00092442,             0.00092442,             0.00092442
                    109,                0.54447,                0.53019,                0.97222,                0.92614,                0.92062,                0.95894,                0.85087,                0.48601,                 0.4603,                0.90593,              0.0009197,              0.0009197,              0.0009197
                    110,                0.56399,                0.52331,                0.96829,                0.92742,                0.90276,                0.96506,                0.86207,                0.47801,                0.45014,                0.90572,             0.00091499,             0.00091499,             0.00091499
                    111,                0.51989,                0.47079,                0.93674,                0.95443,                0.92648,                0.96678,                0.86614,                0.49201,                0.44004,                 0.9267,             0.00091027,             0.00091027,             0.00091027
                    112,                 0.5394,                0.51936,                0.96448,                0.94311,                 0.9213,                0.96677,                0.87269,                0.48938,                0.44022,                0.92021,             0.00090556,             0.00090556,             0.00090556
                    113,                0.52715,                0.48501,                0.94444,                0.91304,                0.92999,                0.96948,                0.87414,                0.47416,                0.44039,                0.90684,             0.00090084,             0.00090084,             0.00090084
                    114,                0.56254,                0.53388,                0.96511,                0.92758,                0.91654,                0.96106,                0.85854,                0.48715,                0.44183,                0.91426,             0.00089613,             0.00089613,             0.00089613
                    115,                0.53954,                0.49988,                0.95666,                0.91797,                0.93909,                0.96385,                0.85138,                 0.4867,                0.43827,                 0.9236,             0.00089141,             0.00089141,             0.00089141
                    116,                0.55111,                0.49245,                0.95536,                0.88219,                 0.9598,                0.96322,                 0.8395,                0.49754,                0.44691,                0.93418,             0.00088669,             0.00088669,             0.00088669
                    117,                0.54414,                0.51724,                0.96743,                0.90131,                0.93923,                0.95885,                0.83915,                0.50365,                0.44094,                0.93111,             0.00088198,             0.00088198,             0.00088198
                    118,                0.51254,                0.48455,                0.94925,                0.93744,                0.92997,                0.96327,                0.85328,                0.48823,                0.41694,                0.91501,             0.00087726,             0.00087726,             0.00087726
                    119,                0.55847,                0.51855,                0.97684,                0.93662,                0.94508,                 0.9681,                0.86953,                0.48345,                0.40535,                0.91247,             0.00087255,             0.00087255,             0.00087255
                    120,                0.50838,                0.47652,                0.93985,                 0.9171,                0.92249,                0.96468,                0.85441,                0.47578,                0.41913,                0.91092,             0.00086783,             0.00086783,             0.00086783
                    121,                0.54875,                0.50989,                0.96836,                0.92282,                0.92376,                0.95961,                0.85237,                0.49083,                0.47367,                0.91935,             0.00086312,             0.00086312,             0.00086312
                    122,                0.53915,                0.50163,                0.96535,                 0.9342,                0.90295,                0.96474,                 0.8575,                0.48191,                0.44599,                0.92563,              0.0008584,              0.0008584,              0.0008584
                    123,                0.50806,                0.45967,                0.93496,                0.91978,                0.92128,                0.96264,                0.84751,                  0.494,                  0.448,                0.92964,             0.00085368,             0.00085368,             0.00085368
                    124,                0.51384,                 0.4657,                0.92985,                0.93196,                0.91814,                0.95983,                0.85812,                0.48359,                0.44622,                0.91285,             0.00084897,             0.00084897,             0.00084897
                    125,                0.51843,                0.48663,                0.95209,                0.95107,                0.90409,                0.96463,                0.86747,                0.47063,                0.44182,                0.90837,             0.00084425,             0.00084425,             0.00084425
                    126,                0.50666,                0.46122,                0.93969,                0.94655,                0.88427,                0.96423,                0.86738,                0.47139,                0.44607,                0.90651,             0.00083954,             0.00083954,             0.00083954
                    127,                0.55947,                0.49299,                 0.9809,                0.89669,                0.93301,                0.97073,                0.86439,                0.46514,                0.42554,                0.90217,             0.00083482,             0.00083482,             0.00083482
                    128,                0.50854,                0.47861,                0.94208,                 0.8786,                0.95219,                0.97162,                0.88607,                0.44946,                0.41297,                0.90672,             0.00083011,             0.00083011,             0.00083011
                    129,                0.52499,                0.48683,                0.95913,                0.91231,                0.94456,                0.96591,                0.87296,                0.47235,                0.42999,                0.91443,             0.00082539,             0.00082539,             0.00082539
                    130,                0.50457,                0.46691,                0.95601,                0.91873,                   0.93,                 0.9624,                0.86469,                0.47983,                0.44678,                0.91759,             0.00082067,             0.00082067,             0.00082067
                    131,                 0.5301,                0.48728,                0.95435,                 0.9109,                0.92696,                0.96025,                0.87395,                0.47857,                0.46929,                0.91725,             0.00081596,             0.00081596,             0.00081596
                    132,                0.50159,                 0.4588,                0.93989,                0.96973,                0.89853,                0.96577,                0.87052,                0.46637,                0.44899,                0.90955,             0.00081124,             0.00081124,             0.00081124
                    133,                0.53144,                0.49076,                0.97563,                0.92583,                0.93093,                0.96789,                0.86941,                0.47698,                0.45902,                0.90849,             0.00080653,             0.00080653,             0.00080653
                    134,                0.52345,                0.49866,                0.94778,                0.92547,                0.92113,                0.96494,                0.87334,                0.46905,                  0.459,                0.90154,             0.00080181,             0.00080181,             0.00080181
                    135,                0.49772,                0.45227,                0.93118,                 0.8899,                0.94316,                0.96643,                0.87256,                0.45498,                 0.4365,                0.89981,              0.0007971,              0.0007971,              0.0007971
                    136,                0.53683,                0.49559,                0.96956,                0.93692,                0.88929,                0.96765,                0.87684,                0.47361,                0.42628,                0.90779,             0.00079238,             0.00079238,             0.00079238
                    137,                0.51653,                0.46804,                0.94875,                0.94288,                0.94238,                0.97363,                0.88266,                0.47016,                0.40296,                0.91016,             0.00078766,             0.00078766,             0.00078766
                    138,                0.50827,                0.48678,                0.93933,                0.93935,                0.93578,                 0.9743,                0.87971,                0.47657,                0.40228,                0.91239,             0.00078295,             0.00078295,             0.00078295
                    139,                0.55165,                0.52208,                0.98245,                 0.9554,                0.95045,                0.97196,                0.87068,                 0.4727,                0.40306,                0.90858,             0.00077823,             0.00077823,             0.00077823
                    140,                0.52157,                0.46665,                0.94715,                0.93979,                0.93338,                0.97351,                0.88348,                0.46053,                0.40337,                 0.9054,             0.00077352,             0.00077352,             0.00077352
                    141,                0.52555,                0.47393,                0.96046,                0.92932,                0.92261,                0.97055,                0.88302,                0.45823,                0.41125,                0.89571,              0.0007688,              0.0007688,              0.0007688
                    142,                0.47833,                0.45343,                0.93186,                0.95652,                0.90072,                 0.9729,                 0.8834,                0.44271,                0.40204,                0.89384,             0.00076409,             0.00076409,             0.00076409
                    143,                0.51378,                0.44101,                0.93131,                0.94649,                0.91399,                0.96834,                0.88073,                0.45574,                0.42055,                0.89456,             0.00075937,             0.00075937,             0.00075937
                    144,                0.47888,                0.44626,                0.92253,                0.95358,                0.90272,                0.96251,                0.86384,                0.46854,                 0.4318,                0.90701,             0.00075465,             0.00075465,             0.00075465
                    145,                0.46896,                0.43575,                0.93106,                0.92179,                0.93715,                 0.9642,                 0.8675,                0.46908,                0.42221,                0.90881,             0.00074994,             0.00074994,             0.00074994
                    146,                0.50614,                0.45161,                0.94217,                0.94289,                0.94804,                0.97064,                0.88218,                0.46986,                0.40911,                0.90898,             0.00074522,             0.00074522,             0.00074522
                    147,                0.46536,                0.42773,                0.92508,                0.93312,                0.93844,                0.96824,                0.86758,                0.48209,                0.42975,                0.91451,             0.00074051,             0.00074051,             0.00074051
                    148,                0.49539,                0.44056,                0.93633,                0.91401,                0.95662,                0.97299,                0.87064,                0.47976,                0.41327,                0.92144,             0.00073579,             0.00073579,             0.00073579
                    149,                0.50377,                0.46792,                0.93489,                0.91962,                0.93799,                0.96843,                0.86777,                0.47253,                0.42817,                0.91659,             0.00073108,             0.00073108,             0.00073108
                    150,                0.50089,                0.46239,                0.95315,                0.94086,                0.92872,                0.96978,                0.87633,                0.47975,                0.42502,                0.92004,             0.00072636,             0.00072636,             0.00072636
                    151,                0.51676,                0.45943,                0.95139,                0.95727,                0.94601,                0.97279,                0.88473,                0.46575,                0.42009,                0.91264,             0.00072164,             0.00072164,             0.00072164
                    152,                0.51777,                0.46434,                0.95156,                 0.9595,                0.92684,                0.97291,                0.88611,                0.44994,                0.41673,                0.90473,             0.00071693,             0.00071693,             0.00071693
                    153,                0.48185,                0.44886,                0.92199,                0.97402,                0.92791,                0.97585,                0.89004,                0.45331,                0.40306,                0.90092,             0.00071221,             0.00071221,             0.00071221
                    154,                0.50983,                 0.4665,                0.94919,                0.93268,                0.96015,                0.97502,                0.88685,                0.44633,                0.39055,                0.90232,              0.0007075,              0.0007075,              0.0007075
                    155,                0.47711,                0.43558,                0.92621,                0.91737,                0.95989,                0.97597,                 0.8788,                0.45341,                 0.3981,                0.89959,             0.00070278,             0.00070278,             0.00070278
                    156,                0.47969,                 0.4442,                  0.925,                0.91545,                0.93089,                0.97294,                 0.8829,                0.45198,                0.40574,                0.89794,             0.00069807,             0.00069807,             0.00069807
                    157,                0.47098,                0.43575,                0.92028,                0.95877,                0.91037,                0.97314,                0.88947,                 0.4484,                0.39773,                0.89963,             0.00069335,             0.00069335,             0.00069335
                    158,                0.49408,                0.44709,                 0.9363,                0.93901,                0.95537,                0.97581,                0.88848,                0.45218,                0.38557,                0.90752,             0.00068864,             0.00068864,             0.00068864
