                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.0579,                0.96383,                 1.2933,                0.23414,                0.21818,                0.13183,                0.04254,                 2.6343,                 2.6816,                 2.7934,               0.001703,               0.001703,               0.001703
                     17,                 1.0435,                0.94252,                 1.2561,                0.22103,                0.23636,                 0.1628,                0.05107,                 2.4905,                 3.1112,                 2.6077,              0.0016832,              0.0016832,              0.0016832
                     18,                0.99128,                0.92192,                 1.2611,                0.36239,                0.21704,                0.15187,                0.03832,                  2.719,                 2.8803,                 2.7431,              0.0016634,              0.0016634,              0.0016634
                     19,                0.99589,                 0.8954,                 1.2356,                0.47749,                0.16364,                 0.1604,                0.07631,                 2.3265,                 3.5595,                 2.3744,              0.0016436,              0.0016436,              0.0016436
                     20,                 1.0018,                0.92238,                  1.245,                0.51411,                    0.2,                0.17399,                0.05799,                 2.7382,                 2.9301,                  2.883,              0.0016238,              0.0016238,              0.0016238
                     21,                0.97288,                0.89357,                 1.2274,                 0.1802,                0.21818,                0.09029,                 0.0288,                 2.7233,                 3.3908,                 2.8802,               0.001604,               0.001604,               0.001604
                     22,                0.97191,                0.84197,                 1.2183,                0.28219,                0.14545,                0.09692,                0.03943,                 2.4903,                 3.0631,                 2.5334,              0.0015842,              0.0015842,              0.0015842
                     23,                0.94443,                0.83333,                 1.2141,                0.50889,                0.25455,                0.26681,                0.06909,                 2.6871,                  2.766,                 2.8254,              0.0015644,              0.0015644,              0.0015644
                     24,                0.93893,                0.84524,                 1.1895,                 0.4132,                0.16364,                0.18364,                0.04392,                 2.6341,                 2.9653,                 2.5783,              0.0015446,              0.0015446,              0.0015446
                     25,                0.93407,                0.82145,                 1.1853,                0.17909,                0.14545,                0.12252,                 0.0458,                 2.7028,                 3.1976,                 2.8311,              0.0015248,              0.0015248,              0.0015248
                     26,                0.90762,                0.80863,                  1.187,                0.33772,                0.27273,                0.19702,                0.06227,                 2.3921,                 2.6023,                 2.3994,               0.001505,               0.001505,               0.001505
                     27,                0.91506,                0.82073,                 1.1965,                0.36147,                    0.2,                 0.2033,                0.06045,                 2.5391,                 2.8807,                 2.6585,              0.0014852,              0.0014852,              0.0014852
                     28,                0.91027,                0.80196,                  1.183,                0.23541,                0.21818,                0.16818,                 0.0579,                 2.5394,                  2.833,                  2.583,              0.0014654,              0.0014654,              0.0014654
                     29,                0.89479,                0.77663,                 1.1689,                0.45161,                0.18182,                0.15476,                0.04748,                 2.4268,                 3.4547,                 2.4729,              0.0014456,              0.0014456,              0.0014456
                     30,                0.86744,                0.76441,                 1.1651,                 0.3321,                0.14545,                0.13327,                0.04293,                 2.5953,                 2.9817,                 2.6499,              0.0014258,              0.0014258,              0.0014258
                     31,                0.87677,                0.74819,                 1.1721,                0.28833,                0.21818,                0.17984,                0.07818,                 2.5478,                 2.9336,                 2.5932,               0.001406,               0.001406,               0.001406
                     32,                0.89236,                0.77707,                 1.1761,                0.13156,                0.09091,                0.06217,                 0.0314,                 2.5159,                 3.6101,                 2.5037,              0.0013862,              0.0013862,              0.0013862
                     33,                 0.8815,                0.77201,                 1.1693,                0.32063,                    0.2,                 0.2119,                0.06863,                 2.4875,                  2.627,                 2.5385,              0.0013664,              0.0013664,              0.0013664
                     34,                0.86238,                0.73649,                  1.159,                 0.2265,                0.27273,                0.17305,                0.05987,                 2.7128,                 2.8682,                 2.8332,              0.0013466,              0.0013466,              0.0013466
                     35,                0.86802,                0.77308,                   1.17,                0.18178,                0.23636,                0.10817,                0.03949,                 2.4876,                 2.8192,                 2.5464,              0.0013268,              0.0013268,              0.0013268
                     36,                 0.8605,                0.76424,                 1.1634,                0.45423,                0.14545,                0.13139,                 0.0473,                 2.5986,                 3.0661,                 2.7266,               0.001307,               0.001307,               0.001307
                     37,                0.87276,                0.74718,                 1.1626,                0.20021,                0.14545,                 0.0926,                0.03948,                 2.4699,                 3.5131,                 2.4758,              0.0012872,              0.0012872,              0.0012872
                     38,                0.82961,                 0.7133,                 1.1401,                0.31678,                0.18182,                0.15652,                0.05895,                 2.5701,                 3.1405,                 2.6118,              0.0012674,              0.0012674,              0.0012674
                     39,                0.85582,                 0.7141,                 1.1437,                0.29091,                0.16364,                0.15278,                0.06931,                 2.3817,                 3.2901,                  2.488,              0.0012476,              0.0012476,              0.0012476
                     40,                0.82097,                0.70306,                 1.1329,                 0.3822,                0.21818,                0.18132,                0.06181,                  2.544,                 3.0201,                 2.5939,              0.0012278,              0.0012278,              0.0012278
                     41,                0.81197,                0.68273,                 1.1324,                0.20476,                0.18182,                0.13668,                0.06271,                 2.3213,                 3.2791,                 2.4132,               0.001208,               0.001208,               0.001208
                     42,                0.80748,                 0.6831,                 1.1298,                0.38654,                0.20636,                0.19058,                0.07689,                 2.4133,                 3.4357,                 2.4331,              0.0011882,              0.0011882,              0.0011882
                     43,                0.79891,                0.69151,                 1.1217,                0.21399,                0.23636,                0.12823,                0.04852,                 2.5104,                 3.2299,                  2.674,              0.0011684,              0.0011684,              0.0011684
                     44,                0.77192,                0.65284,                 1.1164,                0.36308,                0.16364,                0.16662,                0.05821,                 2.6196,                 3.2801,                 2.6345,              0.0011486,              0.0011486,              0.0011486
                     45,                 0.8271,                 0.7095,                 1.1444,                0.62245,                    0.2,                0.17822,                0.06823,                 2.5326,                 3.2199,                 2.5154,              0.0011288,              0.0011288,              0.0011288
                     46,                0.76508,                0.64919,                 1.1184,                0.26273,                0.23636,                0.14429,                 0.0611,                 2.5698,                  2.933,                  2.625,               0.001109,               0.001109,               0.001109
                     47,                 0.8244,                0.69479,                 1.1335,                0.32689,                0.16364,                0.13942,                0.05832,                 2.3099,                 3.0462,                 2.2864,              0.0010892,              0.0010892,              0.0010892
                     48,                0.78754,                0.67793,                 1.1238,                 0.4984,                0.27273,                0.25845,                0.09478,                 2.5376,                 2.9282,                 2.6696,              0.0010694,              0.0010694,              0.0010694
                     49,                0.77997,                0.66083,                   1.12,                0.40717,                0.14545,                0.15755,                0.06655,                 2.5006,                 3.7363,                 2.4106,              0.0010496,              0.0010496,              0.0010496
                     50,                0.74942,                0.63921,                 1.1003,                0.31334,                    0.2,                0.13914,                0.04772,                 2.4156,                 3.3148,                 2.4466,              0.0010298,              0.0010298,              0.0010298
                     51,                0.76304,                0.63758,                  1.115,                0.39304,                0.18182,                 0.1607,                0.05805,                   2.47,                 3.0625,                 2.4257,                0.00101,                0.00101,                0.00101
                     52,                0.74271,                0.62203,                 1.1059,                0.37053,                0.29091,                0.16562,                0.06689,                 2.3128,                 3.4531,                 2.3312,              0.0009902,              0.0009902,              0.0009902
                     53,                0.75146,                0.63149,                 1.1069,                0.41258,                0.16364,                 0.1822,                 0.0825,                 2.3941,                 3.7291,                 2.3781,              0.0009704,              0.0009704,              0.0009704
                     54,                0.74133,                0.62583,                 1.0857,                0.46929,                    0.2,                 0.1809,                 0.0768,                 2.4887,                 3.5135,                 2.6044,              0.0009506,              0.0009506,              0.0009506
                     55,                0.73673,                0.62024,                 1.0878,                0.32828,                0.18182,                0.19101,                0.08888,                 2.3641,                    3.3,                 2.4357,              0.0009308,              0.0009308,              0.0009308
                     56,                0.74403,                0.62204,                 1.1019,                0.41832,                0.14545,                0.18614,                0.08699,                 2.3494,                 3.0358,                 2.3675,               0.000911,               0.000911,               0.000911
                     57,                0.73645,                0.62312,                 1.0958,                0.32335,                0.33893,                0.18838,                0.07026,                 2.3268,                  2.876,                 2.3511,              0.0008912,              0.0008912,              0.0008912
                     58,                0.74938,                0.61197,                 1.0976,                 0.3738,                0.29091,                0.18261,                0.07048,                 2.2937,                 3.3234,                 2.2601,              0.0008714,              0.0008714,              0.0008714
                     59,                0.70261,                0.59837,                 1.0725,                0.46604,                0.21818,                0.18462,                0.07167,                 2.4696,                 3.1499,                 2.6131,              0.0008516,              0.0008516,              0.0008516
                     60,                0.71208,                0.58559,                 1.0817,                0.47336,                0.34545,                0.30847,                0.09646,                 2.3527,                 2.6437,                 2.4485,              0.0008318,              0.0008318,              0.0008318
                     61,                0.69568,                0.59027,                 1.0722,                0.36267,                0.21818,                0.24548,                0.07907,                  2.302,                 3.2988,                 2.4766,               0.000812,               0.000812,               0.000812
                     62,                0.70118,                0.58693,                 1.0801,                0.19769,                0.12727,                0.10995,                0.03127,                 2.6791,                 3.4973,                   2.82,              0.0007922,              0.0007922,              0.0007922
                     63,                 0.6952,                0.56855,                 1.0712,                0.29322,                0.27273,                0.19717,                0.07715,                 2.3504,                 2.8538,                 2.3637,              0.0007724,              0.0007724,              0.0007724
                     64,                0.71016,                0.57935,                 1.0707,                 0.3446,                    0.2,                0.18829,                0.08956,                 2.4631,                 2.9242,                  2.453,              0.0007526,              0.0007526,              0.0007526
                     65,                0.70101,                0.58032,                 1.0747,                0.49138,                0.23636,                0.23315,                0.09284,                 2.3661,                 2.9695,                 2.4257,              0.0007328,              0.0007328,              0.0007328
                     66,                0.69633,                0.58261,                 1.0736,                0.41182,                0.21818,                0.22755,                0.07842,                 2.4912,                 3.3369,                 2.4867,               0.000713,               0.000713,               0.000713
                     67,                 0.6844,                0.56168,                 1.0645,                0.44701,                0.23636,                 0.2316,                0.09673,                 2.3309,                 2.9075,                 2.2996,              0.0006932,              0.0006932,              0.0006932
                     68,                0.68065,                0.54308,                 1.0611,                0.36931,                0.27273,                0.24391,                0.10826,                 2.3391,                 3.0914,                 2.3836,              0.0006734,              0.0006734,              0.0006734
                     69,                0.68226,                0.57017,                 1.0611,                 0.5178,                0.25455,                0.26985,                0.11745,                 2.3678,                 3.1388,                 2.3597,              0.0006536,              0.0006536,              0.0006536
                     70,                0.66705,                0.55509,                  1.063,                0.61046,                0.27273,                0.28236,                0.13294,                 2.3958,                 3.0328,                 2.4912,              0.0006338,              0.0006338,              0.0006338
                     71,                0.66498,                0.53392,                 1.0606,                0.52245,                0.23636,                0.24481,                0.11977,                 2.2212,                    3.4,                 2.2253,               0.000614,               0.000614,               0.000614
                     72,                0.67761,                 0.5441,                 1.0512,                0.45497,                0.18182,                0.20702,                0.07148,                 2.3873,                 2.9938,                 2.4715,              0.0005942,              0.0005942,              0.0005942
                     73,                0.66286,                0.53902,                 1.0461,                  0.541,                0.18182,                0.19903,                0.08445,                 2.2696,                 3.0843,                 2.3442,              0.0005744,              0.0005744,              0.0005744
                     74,                0.63643,                0.52369,                 1.0383,                0.32969,                0.25455,                 0.2295,                0.08292,                 2.3735,                  3.076,                 2.4807,              0.0005546,              0.0005546,              0.0005546
                     75,                0.63334,                0.51642,                 1.0359,                0.31839,                    0.2,                0.21264,                0.08775,                 2.4675,                 3.2491,                 2.5649,              0.0005348,              0.0005348,              0.0005348
                     76,                0.62063,                0.50077,                  1.033,                0.32674,                0.30909,                0.22554,                0.10695,                 2.1738,                 2.9615,                 2.2174,               0.000515,               0.000515,               0.000515
                     77,                0.65289,                0.52964,                  1.044,                0.56766,                0.27273,                0.25848,                0.10401,                 2.3117,                 2.9964,                 2.2739,              0.0004952,              0.0004952,              0.0004952
                     78,                0.61497,                0.49632,                 1.0326,                0.67482,                0.23636,                0.29064,                0.13893,                 2.1981,                 3.0665,                 2.2018,              0.0004754,              0.0004754,              0.0004754
                     79,                0.61647,                0.50287,                  1.037,                0.38498,                0.32727,                0.27336,                0.12424,                 2.2916,                 3.0286,                 2.3382,              0.0004556,              0.0004556,              0.0004556
                     80,                0.61497,                 0.5216,                 1.0387,                0.78536,                0.21818,                0.27509,                0.10277,                 2.3599,                 3.2701,                 2.5427,              0.0004358,              0.0004358,              0.0004358
                     81,                0.61347,                0.49691,                 1.0281,                0.62722,                0.25455,                0.28533,                0.11451,                 2.3151,                 3.1951,                  2.397,               0.000416,               0.000416,               0.000416
                     82,                0.63171,                0.50077,                 1.0397,                0.49607,                0.27273,                0.25243,                0.11967,                 2.1648,                 2.9082,                 2.2229,              0.0003962,              0.0003962,              0.0003962
                     83,                0.62017,                0.51196,                 1.0305,                0.62635,                0.23636,                0.28572,                0.11421,                 2.3539,                 3.2336,                 2.4521,              0.0003764,              0.0003764,              0.0003764
                     84,                0.60378,                0.49767,                 1.0225,                0.48655,                0.27273,                0.27705,                0.12558,                 2.3039,                 3.1064,                 2.4266,              0.0003566,              0.0003566,              0.0003566
                     85,                0.57207,                0.47365,                 1.0138,                 0.5686,                0.27273,                0.29981,                0.11441,                 2.2812,                 3.0222,                 2.4037,              0.0003368,              0.0003368,              0.0003368
                     86,                0.60808,                0.49576,                 1.0231,                 0.5718,                0.27273,                0.31183,                0.12024,                 2.2281,                 3.3972,                 2.3244,               0.000317,               0.000317,               0.000317
                     87,                0.59533,                0.48715,                 1.0127,                0.44509,                0.29091,                0.26797,                0.10646,                 2.2122,                 3.3753,                 2.3141,              0.0002972,              0.0002972,              0.0002972
                     88,                0.57511,                 0.4725,                 1.0147,                0.61177,                0.23636,                0.27531,                0.11081,                 2.2502,                 3.3126,                 2.3548,              0.0002774,              0.0002774,              0.0002774
                     89,                0.57373,                0.46355,                 1.0164,                0.68803,                0.21818,                0.26692,                0.10087,                 2.3205,                 3.6141,                 2.4144,              0.0002576,              0.0002576,              0.0002576
                     90,                0.55713,                0.46104,                 1.0095,                0.76854,                    0.2,                0.24936,                0.10106,                 2.2959,                 3.3059,                  2.529,              0.0002378,              0.0002378,              0.0002378
                     91,                0.43267,                0.36828,                0.92333,                0.53434,                0.27128,                0.25101,                0.09032,                 2.3632,                 3.0281,                 2.5633,               0.000218,               0.000218,               0.000218
                     92,                0.42934,                0.36108,                0.92788,                0.68578,                0.21818,                0.23257,                0.08736,                 2.3298,                 2.9591,                 2.4248,              0.0001982,              0.0001982,              0.0001982
                     93,                0.42605,                0.35193,                  0.938,                0.68675,                0.19934,                0.21213,                0.08405,                 2.3374,                 3.0214,                 2.5611,              0.0001784,              0.0001784,              0.0001784
                     94,                0.42458,                0.34164,                0.93091,                0.56583,                0.25455,                0.22892,                0.09345,                  2.283,                 3.0216,                 2.4868,              0.0001586,              0.0001586,              0.0001586
                     95,                0.42038,                0.33563,                0.91275,                0.46989,                0.23636,                0.23971,                0.08695,                 2.3618,                 3.2615,                 2.5394,              0.0001388,              0.0001388,              0.0001388
                     96,                0.41214,                0.33685,                0.92018,                0.75564,                    0.2,                0.25545,                0.08991,                 2.4193,                 3.3669,                 2.6852,               0.000119,               0.000119,               0.000119
                     97,                0.40239,                0.33592,                 0.9197,                0.59717,                0.21574,                0.24095,                0.09735,                 2.3254,                 3.5062,                 2.5681,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.39169,                 0.3254,                0.91583,                0.57269,                0.23636,                0.26431,                0.10462,                 2.3555,                 3.4809,                   2.57,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.38773,                0.32175,                0.91449,                0.55623,                0.23636,                0.26891,                0.10322,                 2.3896,                 3.4296,                 2.5901,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.38456,                0.31687,                0.91279,                0.53197,                0.23636,                0.26502,                0.10352,                 2.3588,                  3.524,                 2.5477,               3.98e-05,               3.98e-05,               3.98e-05
